,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,Autumn,Spring,Summer,Winter,NSW,NT,QLD,SA,VIC,WA
5720,11.6,31.1,0.0,7.0,12.9,31.0,13.0,13.0,44.0,32.0,1023.0,1017.7,0.0,1.0,21.0,29.0,0,0,1,0,0,0,0,0,0,0,1
10879,9.4,22.2,0.0,4.0,10.8,19.0,15.0,11.0,61.0,40.0,1021.9,1018.8,1.0,1.0,14.8,21.4,0,1,0,0,0,1,0,0,0,0,0
10468,25.2,42.7,1.8,15.8,12.6,50.0,17.0,11.0,35.0,14.0,1016.6,1013.7,1.0,1.0,31.6,41.4,1,0,0,1,0,1,0,0,0,0,0
3063,25.6,30.8,0.0,4.2,2.4,52.0,11.0,19.0,78.0,98.0,1007.7,1005.9,7.0,7.0,30.4,25.0,0,0,1,0,0,0,1,0,0,0,0
4995,14.3,23.4,2.2,6.4,10.4,31.0,11.0,17.0,64.0,62.0,1015.7,1016.0,3.0,4.0,20.6,21.0,1,0,1,0,0,0,0,0,0,0,1
1967,8.2,23.2,0.0,5.0,10.1,24.0,6.0,6.0,46.0,33.0,1021.4,1018.9,6.0,5.0,14.4,22.2,0,0,0,0,1,0,0,1,0,0,0
314,14.8,23.7,2.2,2.4,3.0,31.0,7.0,11.0,75.0,46.0,1023.1,1020.5,7.0,6.0,18.1,22.5,1,1,0,0,0,0,0,1,0,0,0
1219,7.8,15.8,0.4,0.8,1.7,22.0,4.0,9.0,97.0,78.0,1033.7,1031.2,8.0,7.0,10.8,13.8,0,0,0,0,1,0,0,0,1,0,0
630,1.8,16.8,0.0,3.0,7.0,22.0,2.0,13.0,89.0,49.0,1024.1,1020.4,8.0,4.0,6.0,16.4,0,1,0,0,0,0,0,0,0,1,0
11816,13.7,29.9,0.0,6.0,5.7,41.0,9.0,11.0,82.0,46.0,1020.0,1013.6,7.0,2.0,18.3,29.0,0,0,1,0,0,1,0,0,0,0,0
14062,11.8,17.5,0.2,8.6,10.1,54.0,15.0,30.0,69.0,45.0,1022.3,1023.2,4.0,2.0,12.5,16.8,0,1,0,0,0,0,0,0,0,1,0
24,15.4,28.4,0.0,4.4,8.1,33.0,9.0,15.0,85.0,31.0,1022.4,1018.6,8.0,2.0,16.8,27.3,0,0,1,0,0,0,0,0,0,1,0
3906,8.7,22.3,0.0,2.8,3.5,61.0,39.0,37.0,66.0,45.0,1021.2,1017.4,7.0,6.0,14.1,21.7,0,1,0,0,0,0,0,0,0,1,0
8487,6.2,13.8,15.6,0.0,1.7,67.0,30.0,43.0,93.0,56.0,1010.2,1012.9,8.0,7.0,6.4,13.5,1,0,0,0,1,1,0,0,0,0,0
13941,9.6,22.0,9.4,2.6,12.5,37.0,19.0,17.0,67.0,42.0,1018.5,1018.4,6.0,5.0,14.7,19.5,1,0,1,0,0,0,0,0,0,1,0
2497,14.1,26.6,0.8,2.8,10.4,39.0,20.0,19.0,77.0,51.0,1014.2,1008.5,6.0,2.0,18.8,26.1,0,0,1,0,0,1,0,0,0,0,0
3859,15.9,30.8,0.0,7.4,8.7,69.0,28.0,30.0,63.0,43.0,1014.5,1011.6,6.0,7.0,21.2,29.9,0,1,0,0,0,0,0,0,0,1,0
3728,25.0,33.9,0.0,6.8,7.4,31.0,7.0,22.0,72.0,56.0,1012.1,1007.1,7.0,3.0,29.4,33.3,0,0,1,0,0,0,1,0,0,0,0
8518,8.9,17.6,0.0,3.6,6.6,28.0,9.0,19.0,49.0,55.0,1027.1,1024.9,3.0,6.0,14.5,16.2,0,0,0,0,1,1,0,0,0,0,0
3103,9.7,26.6,0.0,5.8,11.6,31.0,7.0,4.0,46.0,23.0,1028.5,1022.8,0.0,0.0,17.7,25.4,0,0,1,0,0,1,0,0,0,0,0
13921,12.1,18.2,0.0,10.8,9.8,43.0,20.0,17.0,70.0,45.0,1018.8,1018.3,6.0,2.0,13.6,17.4,0,0,1,0,0,0,0,0,0,1,0
12256,10.4,19.4,0.8,1.6,9.8,30.0,4.0,9.0,96.0,52.0,1035.3,1031.5,7.0,2.0,13.0,18.1,0,0,0,0,1,1,0,0,0,0,0
7285,19.9,31.0,0.0,10.0,11.3,41.0,26.0,33.0,9.0,25.0,1016.5,1011.8,6.0,2.0,26.6,28.7,0,0,1,0,0,0,0,1,0,0,0
900,21.2,29.6,0.0,5.2,11.8,50.0,20.0,33.0,65.0,63.0,1018.4,1015.3,1.0,1.0,26.2,27.5,0,0,0,1,0,1,0,0,0,0,0
8813,9.6,19.5,0.0,5.0,8.2,35.0,17.0,17.0,47.0,36.0,1012.5,1007.1,7.0,4.0,14.7,18.5,0,0,0,0,1,1,0,0,0,0,0
1830,6.8,12.0,0.0,0.8,0.8,39.0,24.0,13.0,83.0,84.0,1021.4,1015.5,7.0,7.0,9.3,11.0,0,0,0,0,1,0,0,0,1,0,0
10872,9.6,13.8,0.8,0.8,1.2,35.0,9.0,20.0,67.0,60.0,1032.6,1032.2,8.0,8.0,12.0,12.9,0,1,0,0,0,0,0,0,0,1,0
2772,12.5,19.8,0.0,8.8,12.1,41.0,28.0,26.0,50.0,44.0,1022.7,1022.7,4.0,2.0,14.5,18.8,0,0,0,1,0,0,0,0,0,1,0
3619,7.9,13.5,0.0,2.6,1.8,56.0,15.0,30.0,84.0,69.0,1019.7,1019.4,7.0,6.0,10.0,10.8,0,0,0,0,1,0,0,0,0,1,0
12790,15.6,22.5,0.0,2.6,6.9,43.0,6.0,19.0,83.0,51.0,1004.1,1002.9,7.0,6.0,16.5,21.3,0,1,0,0,0,0,0,0,0,1,0
5432,5.2,14.9,3.8,4.4,7.7,50.0,26.0,19.0,68.0,69.0,1016.7,1017.0,1.0,5.0,9.1,11.6,1,0,1,0,0,0,0,0,0,1,0
3628,17.3,31.2,0.0,5.6,11.1,33.0,17.0,19.0,68.0,38.0,1016.1,1012.3,1.0,1.0,23.6,29.7,0,0,0,0,1,0,1,0,0,0,0
323,11.6,29.7,0.0,8.0,12.7,39.0,7.0,28.0,36.0,39.0,1012.9,1012.6,1.0,0.0,23.6,26.6,0,0,1,0,0,0,0,0,0,0,1
795,10.3,26.0,0.0,4.4,8.7,35.0,20.0,9.0,61.0,32.0,1025.0,1020.7,0.0,5.0,17.7,24.7,0,1,0,0,0,0,0,0,0,0,1
5422,26.5,33.2,0.0,10.2,11.0,39.0,20.0,26.0,66.0,65.0,1010.0,1006.8,6.0,6.0,30.6,30.4,0,0,0,1,0,0,0,1,0,0,0
6292,18.5,23.0,0.0,11.0,5.9,63.0,15.0,35.0,63.0,58.0,1012.9,1014.1,5.0,6.0,20.6,20.1,0,0,0,1,0,1,0,0,0,0,0
1388,16.3,31.2,0.0,13.0,11.4,31.0,19.0,4.0,16.0,13.0,1017.3,1013.2,0.0,0.0,24.0,29.1,0,0,0,0,1,0,1,0,0,0,0
4411,13.0,29.4,0.0,5.4,13.4,41.0,19.0,17.0,44.0,15.0,1020.6,1017.3,1.0,0.0,18.4,27.8,0,0,0,1,0,0,0,0,1,0,0
7992,18.4,37.5,0.0,8.2,11.4,52.0,13.0,19.0,52.0,27.0,1018.8,1015.3,4.0,5.0,26.1,36.1,0,0,0,1,0,0,0,0,0,1,0
27,6.3,20.6,0.0,3.8,9.5,22.0,11.0,6.0,55.0,25.0,1017.5,1014.2,0.0,0.0,13.8,20.3,0,0,0,0,1,0,0,1,0,0,0
1489,7.7,23.1,2.0,2.8,6.6,41.0,11.0,30.0,69.0,44.0,1024.5,1020.2,1.0,1.0,16.8,20.2,1,1,0,0,0,0,0,0,0,1,0
7182,9.8,18.2,0.2,3.6,7.1,33.0,11.0,13.0,63.0,43.0,1015.6,1014.4,1.0,7.0,12.6,16.9,0,1,0,0,0,0,0,0,0,1,0
7885,13.3,19.9,0.0,9.8,4.3,48.0,30.0,24.0,63.0,56.0,1028.1,1026.7,7.0,5.0,15.9,17.9,0,0,1,0,0,1,0,0,0,0,0
1650,13.2,19.9,1.6,0.0,9.1,37.0,22.0,19.0,65.0,69.0,1017.9,1016.2,3.0,1.0,17.1,18.8,1,0,0,0,1,1,0,0,0,0,0
4328,8.4,21.4,1.0,3.2,9.9,52.0,24.0,35.0,75.0,45.0,1019.7,1018.4,1.0,1.0,14.0,21.0,0,0,0,0,1,0,0,0,0,1,0
140,12.6,16.3,3.6,2.2,0.7,20.0,7.0,7.0,96.0,76.0,1021.5,1018.8,8.0,7.0,12.7,16.1,1,1,0,0,0,1,0,0,0,0,0
3392,24.7,30.7,0.6,7.2,1.1,43.0,20.0,20.0,87.0,93.0,1013.1,1011.0,7.0,8.0,26.1,25.5,0,1,0,0,0,0,0,1,0,0,0
5871,22.9,30.2,8.4,1.4,5.5,30.0,11.0,17.0,73.0,75.0,1016.2,1013.1,7.0,6.0,27.1,28.5,1,1,0,0,0,0,0,1,0,0,0
617,23.2,26.0,0.2,4.2,0.0,20.0,2.0,2.0,78.0,76.0,1012.6,1010.3,7.0,7.0,25.8,25.0,0,1,0,0,0,0,0,1,0,0,0
2086,18.3,31.1,0.0,7.8,12.0,56.0,19.0,19.0,49.0,23.0,1016.5,1012.7,1.0,1.0,22.6,29.8,0,0,0,1,0,0,0,0,0,0,1
13266,6.3,16.0,0.2,2.4,1.7,17.0,2.0,7.0,99.0,78.0,1016.5,1013.4,7.0,7.0,10.2,14.1,0,0,1,0,0,0,0,0,0,1,0
968,9.3,26.9,4.0,8.8,8.7,26.0,6.0,6.0,79.0,39.0,1021.2,1017.2,2.0,8.0,15.9,25.3,1,0,0,1,0,0,0,0,0,1,0
1768,14.5,26.0,0.0,4.0,10.3,31.0,7.0,24.0,60.0,61.0,1021.1,1018.6,0.0,0.0,22.5,24.8,0,1,0,0,0,1,0,0,0,0,0
107,11.8,23.1,0.0,2.8,7.2,31.0,6.0,17.0,61.0,49.0,1024.4,1021.9,2.0,5.0,19.2,21.8,0,1,0,0,0,0,0,0,0,0,1
2291,6.9,19.4,0.0,5.0,10.0,22.0,9.0,2.0,52.0,37.0,1023.4,1022.2,0.0,1.0,11.9,18.9,0,0,0,0,1,0,0,1,0,0,0
5565,12.5,26.8,0.0,12.6,12.3,43.0,22.0,15.0,56.0,39.0,1017.0,1017.7,1.0,4.0,19.5,26.1,0,0,0,1,0,0,0,0,0,1,0
631,18.9,30.9,1.4,11.4,7.2,52.0,17.0,15.0,68.0,48.0,1009.5,1005.2,3.0,6.0,23.5,30.5,1,0,1,0,0,0,1,0,0,0,0
3773,19.4,25.6,0.2,9.6,0.3,78.0,17.0,46.0,49.0,62.0,1009.9,1006.5,7.0,7.0,23.3,22.0,0,0,0,1,0,0,0,0,0,1,0
10737,10.3,15.2,3.4,1.0,5.7,43.0,20.0,26.0,96.0,92.0,1019.1,1019.4,8.0,8.0,12.5,12.7,1,0,1,0,0,0,0,0,0,1,0
1830,18.8,36.2,0.0,21.2,13.1,50.0,15.0,28.0,22.0,13.0,1010.4,1008.3,1.0,1.0,30.4,35.5,0,0,0,1,0,0,1,0,0,0,0
2694,15.7,26.5,0.0,5.0,9.7,26.0,4.0,13.0,71.0,60.0,1022.1,1018.7,5.0,3.0,22.5,24.6,0,0,1,0,0,0,0,1,0,0,0
519,0.2,17.0,0.0,1.4,9.1,24.0,11.0,7.0,56.0,27.0,1029.2,1025.9,1.0,1.0,7.5,16.0,0,0,0,0,1,0,0,0,0,0,1
11097,16.9,21.5,0.0,7.2,3.8,39.0,19.0,22.0,74.0,85.0,1016.9,1017.0,5.0,8.0,17.9,17.9,0,0,0,1,0,0,0,0,0,1,0
12536,5.1,13.8,2.6,2.0,7.5,13.0,6.0,6.0,100.0,60.0,1035.1,1034.2,2.0,4.0,6.7,13.4,1,0,0,0,1,0,0,0,0,1,0
4465,14.7,20.9,2.2,4.4,2.1,24.0,15.0,9.0,90.0,58.0,1022.4,1021.7,7.0,7.0,16.4,20.3,1,1,0,0,0,0,0,0,1,0,0
10967,10.2,14.8,0.2,2.8,8.9,46.0,17.0,30.0,76.0,97.0,1019.9,1021.5,5.0,5.0,11.6,13.9,0,0,1,0,0,0,0,0,0,1,0
4557,15.5,32.0,0.0,6.4,11.2,41.0,13.0,28.0,59.0,49.0,1015.7,1013.7,1.0,1.0,26.0,30.0,0,0,1,0,0,0,0,1,0,0,0
2485,5.9,17.6,0.0,0.8,5.9,17.0,7.0,13.0,86.0,71.0,1023.9,1021.2,1.0,6.0,11.2,15.9,0,0,0,0,1,0,0,0,0,1,0
5588,18.6,24.2,0.2,1.8,9.4,33.0,11.0,17.0,81.0,79.0,1015.8,1014.4,4.0,6.0,21.6,22.7,0,1,0,0,0,1,0,0,0,0,0
779,8.3,21.2,0.6,2.6,7.8,41.0,9.0,26.0,53.0,35.0,1013.6,1012.0,3.0,7.0,16.6,20.2,0,0,1,0,0,0,0,0,0,1,0
7047,21.4,25.7,0.0,3.6,1.8,33.0,17.0,19.0,91.0,82.0,1016.2,1015.8,7.0,7.0,22.3,23.5,0,1,0,0,0,1,0,0,0,0,0
2804,24.1,31.5,7.6,6.6,4.8,30.0,11.0,17.0,90.0,64.0,1011.4,1007.8,7.0,7.0,26.3,30.7,1,1,0,0,0,0,1,0,0,0,0
807,19.0,26.2,0.0,7.0,2.8,24.0,11.0,13.0,63.0,61.0,1021.9,1020.3,8.0,7.0,24.2,24.3,0,0,1,0,0,0,0,1,0,0,0
4743,25.6,35.6,0.0,5.0,11.0,37.0,19.0,11.0,68.0,48.0,1012.7,1008.2,6.0,2.0,29.3,34.9,0,0,0,1,0,0,1,0,0,0,0
4359,23.5,34.9,0.0,7.4,11.6,35.0,15.0,24.0,71.0,30.0,1011.6,1007.9,2.0,1.0,28.5,33.8,0,0,1,0,0,0,1,0,0,0,0
8422,6.2,15.7,0.0,2.2,7.7,59.0,19.0,30.0,83.0,49.0,1017.2,1015.6,1.0,7.0,9.3,14.7,0,0,0,0,1,0,0,0,0,1,0
613,10.1,23.7,0.0,3.0,9.9,17.0,7.0,9.0,73.0,37.0,1028.4,1024.5,1.0,7.0,16.2,23.4,0,1,0,0,0,0,0,0,0,1,0
4707,13.8,33.9,0.0,9.0,12.6,35.0,6.0,19.0,30.0,15.0,1016.4,1012.6,1.0,1.0,26.6,31.7,0,0,0,1,0,0,0,0,0,0,1
11409,10.1,14.8,5.8,0.8,3.3,24.0,13.0,11.0,99.0,97.0,1018.6,1019.1,8.0,8.0,11.3,13.5,1,0,0,0,1,0,0,0,0,1,0
5522,21.0,28.9,0.2,6.8,8.0,28.0,6.0,20.0,66.0,60.0,1015.7,1013.0,3.0,6.0,26.3,28.0,0,1,0,0,0,0,0,1,0,0,0
2355,11.1,23.1,0.6,5.4,11.2,28.0,7.0,20.0,39.0,41.0,1022.0,1017.8,1.0,1.0,17.4,20.6,0,0,1,0,0,0,0,1,0,0,0
2897,9.9,16.7,5.8,3.0,7.4,31.0,11.0,17.0,81.0,49.0,1021.9,1020.2,4.0,4.0,11.7,16.4,1,1,0,0,0,0,0,0,0,1,0
5593,9.8,24.9,0.0,5.0,10.2,30.0,2.0,19.0,69.0,52.0,1017.0,1013.8,1.0,2.0,18.9,24.2,0,0,0,0,1,0,0,1,0,0,0
3730,11.1,20.4,0.0,2.6,5.7,24.0,13.0,7.0,75.0,60.0,1021.0,1018.7,8.0,1.0,13.2,18.2,0,0,1,0,0,0,0,0,0,1,0
4577,19.3,24.1,6.4,2.6,2.8,44.0,24.0,28.0,88.0,82.0,1018.0,1017.2,7.0,7.0,21.1,22.7,1,0,0,1,0,1,0,0,0,0,0
4131,9.0,30.1,0.0,7.6,12.6,46.0,19.0,28.0,48.0,36.0,1017.5,1014.7,1.0,0.0,18.9,26.1,0,0,0,1,0,0,0,0,0,1,0
1148,17.4,25.4,0.0,4.4,11.1,52.0,20.0,39.0,57.0,64.0,1024.6,1020.1,3.0,2.0,23.2,23.9,0,0,1,0,0,1,0,0,0,0,0
7156,10.8,17.2,0.0,3.6,3.9,43.0,20.0,17.0,63.0,53.0,1019.2,1019.9,7.0,6.0,13.2,16.0,0,0,1,0,0,0,0,0,0,1,0
3459,22.1,33.7,0.0,8.0,9.9,37.0,28.0,11.0,53.0,28.0,1018.7,1013.7,5.0,6.0,25.5,33.1,0,0,0,1,0,1,0,0,0,0,0
4062,4.5,14.5,3.4,2.0,2.3,35.0,20.0,17.0,86.0,54.0,1020.7,1019.4,7.0,7.0,8.7,14.0,1,0,1,0,0,0,0,0,0,1,0
2405,6.9,18.6,0.8,1.6,6.6,20.0,11.0,13.0,89.0,68.0,1018.8,1016.5,1.0,8.0,11.2,16.6,0,1,0,0,0,0,0,0,0,1,0
5985,5.8,14.9,0.0,3.8,0.3,50.0,31.0,4.0,45.0,72.0,1023.0,1022.3,7.0,7.0,12.2,13.9,0,1,0,0,0,0,0,0,0,1,0
2363,25.8,33.4,0.6,4.6,6.7,41.0,7.0,19.0,72.0,76.0,1007.4,1005.0,7.0,7.0,29.9,29.4,0,0,0,1,0,0,1,0,0,0,0
1505,13.1,25.8,0.0,1.8,3.7,28.0,15.0,19.0,83.0,73.0,1021.1,1018.7,6.0,6.0,17.6,21.8,0,1,0,0,0,0,0,0,0,1,0
11318,3.7,13.9,0.2,1.6,0.3,26.0,4.0,4.0,78.0,81.0,1017.1,1015.6,7.0,8.0,9.8,12.1,0,0,0,0,1,1,0,0,0,0,0
1242,15.1,24.4,0.0,7.8,8.7,31.0,7.0,13.0,56.0,50.0,1025.0,1022.9,2.0,4.0,20.4,23.4,0,1,0,0,0,0,0,1,0,0,0
2152,8.5,19.3,0.2,2.0,9.0,39.0,22.0,24.0,82.0,58.0,1022.9,1021.4,2.0,4.0,14.1,18.0,0,1,0,0,0,0,0,0,0,1,0
3329,3.7,15.2,0.0,3.2,5.8,52.0,28.0,26.0,68.0,46.0,1014.4,1011.1,1.0,6.0,9.6,13.9,0,0,0,0,1,0,0,0,0,1,0
11807,10.4,15.2,3.6,1.4,6.0,72.0,31.0,33.0,67.0,93.0,1013.6,1013.9,8.0,8.0,13.4,12.9,1,1,0,0,0,0,0,0,0,1,0
4526,23.6,32.1,0.0,8.6,8.2,33.0,22.0,22.0,50.0,48.0,1012.0,1009.3,8.0,7.0,25.9,31.5,0,1,0,0,0,0,1,0,0,0,0
12116,15.4,21.5,1.0,5.4,2.1,35.0,26.0,26.0,65.0,62.0,1020.8,1019.8,5.0,6.0,19.8,19.7,0,0,1,0,0,1,0,0,0,0,0
10517,17.7,34.2,0.0,6.2,11.0,48.0,15.0,26.0,56.0,28.0,1016.3,1012.1,1.0,3.0,22.6,33.0,0,1,0,0,0,1,0,0,0,0,0
1552,4.3,22.4,0.0,3.2,10.3,31.0,6.0,15.0,51.0,32.0,1025.5,1019.6,0.0,0.0,16.0,21.8,0,0,1,0,0,0,0,0,0,0,1
6102,9.1,16.6,0.0,2.8,3.6,56.0,30.0,30.0,62.0,73.0,1014.2,1013.5,7.0,7.0,13.0,13.6,0,0,0,0,1,0,0,0,0,1,0
3351,13.1,31.7,0.0,8.0,12.2,37.0,15.0,11.0,39.0,21.0,1023.4,1019.0,0.0,0.0,20.7,31.2,0,0,1,0,0,0,0,0,0,0,1
9000,9.2,16.1,2.0,1.6,0.5,26.0,6.0,13.0,92.0,89.0,1022.9,1020.7,8.0,8.0,14.0,16.0,1,1,0,0,0,0,0,0,0,1,0
4532,12.3,16.8,0.0,4.0,0.2,37.0,13.0,20.0,64.0,49.0,1018.7,1019.1,7.0,7.0,13.1,15.9,0,1,0,0,0,0,0,0,0,1,0
1396,16.4,30.8,0.0,4.0,10.4,22.0,6.0,9.0,65.0,54.0,1013.3,1009.3,1.0,1.0,23.7,27.1,0,0,1,0,0,0,0,1,0,0,0
1952,13.7,25.2,0.0,6.8,8.3,37.0,7.0,22.0,62.0,43.0,1015.6,1012.1,6.0,6.0,19.7,24.1,0,0,1,0,0,0,0,0,0,0,1
8138,9.8,14.8,0.0,4.0,1.1,54.0,35.0,31.0,71.0,66.0,1025.5,1024.9,7.0,7.0,13.0,14.4,0,0,0,0,1,1,0,0,0,0,0
2937,18.3,33.2,0.0,10.0,11.8,39.0,22.0,13.0,70.0,39.0,1014.2,1010.9,3.0,5.0,23.4,31.7,0,1,0,0,0,1,0,0,0,0,0
1345,10.7,19.1,0.0,9.4,8.3,56.0,19.0,35.0,69.0,46.0,1018.8,1016.7,5.0,3.0,13.4,18.6,0,0,1,0,0,0,0,0,0,1,0
3559,5.3,20.8,0.0,2.8,8.3,28.0,19.0,11.0,59.0,32.0,1024.4,1019.5,6.0,7.0,12.5,20.8,0,0,0,0,1,1,0,0,0,0,0
3528,9.1,25.4,0.0,4.8,10.5,30.0,7.0,20.0,55.0,20.0,1028.6,1023.7,0.0,1.0,17.3,24.7,0,1,0,0,0,1,0,0,0,0,0
5766,6.5,19.8,0.4,4.2,10.6,69.0,26.0,46.0,48.0,32.0,1015.8,1010.9,1.0,3.0,13.0,19.4,0,0,1,0,0,0,0,0,0,1,0
3213,13.5,29.4,0.0,3.6,8.9,52.0,28.0,26.0,55.0,34.0,1020.4,1017.3,1.0,5.0,22.1,28.4,0,1,0,0,0,0,0,0,0,1,0
4211,20.0,29.5,0.0,5.8,11.0,31.0,19.0,20.0,66.0,49.0,1018.4,1014.2,1.0,1.0,25.1,28.6,0,0,0,0,1,0,0,1,0,0,0
10982,-3.0,13.3,0.0,0.6,9.2,26.0,7.0,13.0,74.0,46.0,1035.2,1032.6,0.0,1.0,4.1,13.1,0,0,0,0,1,1,0,0,0,0,0
5888,20.1,28.3,0.0,3.0,2.2,33.0,9.0,11.0,65.0,64.0,1015.3,1013.2,7.0,7.0,24.5,25.7,0,1,0,0,0,0,0,1,0,0,0
8806,6.3,20.6,0.0,3.0,4.2,48.0,28.0,31.0,42.0,18.0,1014.5,1009.8,4.0,7.0,12.9,19.8,0,0,0,0,1,0,0,0,0,1,0
7706,6.2,17.7,0.0,2.6,9.0,33.0,13.0,17.0,83.0,47.0,1029.8,1027.6,4.0,1.0,10.3,17.1,0,1,0,0,0,0,0,0,0,1,0
2873,24.8,31.6,3.6,5.6,9.7,28.0,9.0,17.0,82.0,72.0,1012.1,1008.6,4.0,6.0,27.9,30.2,1,1,0,0,0,0,1,0,0,0,0
14446,4.2,14.2,0.0,0.8,4.7,13.0,6.0,2.0,99.0,69.0,1025.8,1022.1,8.0,7.0,8.4,13.6,0,0,0,0,1,0,0,0,0,1,0
1520,22.4,31.2,0.6,0.8,1.6,30.0,4.0,17.0,60.0,41.0,1006.7,1004.7,7.0,8.0,26.9,30.7,0,0,0,1,0,0,1,0,0,0,0
406,18.0,29.2,0.0,5.8,8.4,35.0,15.0,17.0,40.0,26.0,1014.2,1011.9,6.0,4.0,25.3,27.8,0,0,0,0,1,0,0,1,0,0,0
9426,10.0,24.4,0.0,6.0,8.9,61.0,30.0,39.0,56.0,33.0,1020.6,1013.1,3.0,7.0,16.2,22.8,0,0,1,0,0,0,0,0,0,1,0
6084,9.3,18.5,0.4,0.6,7.6,37.0,17.0,11.0,81.0,61.0,1014.6,1013.3,2.0,7.0,11.1,16.7,0,0,0,0,1,0,0,0,0,1,0
7786,22.7,30.8,0.0,7.6,11.1,31.0,13.0,24.0,68.0,65.0,1016.8,1013.7,1.0,2.0,28.0,29.9,0,1,0,0,0,0,0,1,0,0,0
2679,12.9,36.0,0.0,6.6,11.6,43.0,4.0,28.0,74.0,25.0,1012.3,1009.5,4.0,5.0,19.4,34.9,0,0,0,1,0,0,0,0,0,1,0
6776,19.3,23.1,22.2,4.0,0.0,48.0,15.0,11.0,88.0,86.0,1010.7,1008.3,8.0,8.0,21.6,23.0,1,1,0,0,0,0,0,1,0,0,0
6258,19.8,25.0,0.4,5.4,10.3,28.0,17.0,17.0,69.0,66.0,1015.8,1013.9,1.0,1.0,23.0,23.5,0,1,0,0,0,1,0,0,0,0,0
2930,11.8,18.1,1.2,4.0,4.8,91.0,50.0,52.0,78.0,63.0,999.1,990.2,6.0,7.0,13.2,16.4,1,0,0,0,1,0,0,0,0,1,0
8722,4.8,17.9,0.0,2.0,5.7,46.0,19.0,22.0,73.0,39.0,1024.1,1022.9,6.0,6.0,10.4,17.6,0,1,0,0,0,0,0,0,0,1,0
13810,8.8,15.3,0.0,2.6,4.5,54.0,11.0,17.0,69.0,60.0,1011.2,1005.8,7.0,3.0,11.6,13.1,0,0,0,0,1,0,0,0,0,1,0
520,12.0,18.4,0.2,3.2,2.7,22.0,6.0,4.0,75.0,59.0,1022.4,1020.3,7.0,7.0,14.7,17.1,0,0,0,0,1,1,0,0,0,0,0
783,1.1,16.8,0.0,4.0,4.9,28.0,6.0,17.0,70.0,30.0,1029.8,1025.7,6.0,6.0,6.9,16.5,0,0,0,0,1,0,1,0,0,0,0
5542,12.1,24.9,0.0,12.4,11.7,50.0,31.0,26.0,47.0,14.0,1017.1,1015.4,0.0,0.0,15.4,23.4,0,0,1,0,0,0,0,0,1,0,0
3488,19.1,28.1,0.0,6.6,10.3,33.0,15.0,15.0,67.0,45.0,1017.6,1014.3,3.0,1.0,24.1,27.6,0,0,0,0,1,0,0,1,0,0,0
3403,14.9,28.6,0.0,7.2,9.9,41.0,13.0,24.0,65.0,32.0,1018.3,1014.0,6.0,2.0,18.7,27.5,0,1,0,0,0,0,0,0,1,0,0
3136,16.6,27.8,0.0,7.0,8.7,41.0,17.0,26.0,55.0,55.0,1017.9,1014.1,5.0,1.0,23.6,26.6,0,0,0,0,1,0,0,1,0,0,0
5988,8.9,16.8,0.0,1.4,0.7,33.0,6.0,19.0,75.0,73.0,1030.6,1030.0,7.0,7.0,13.5,16.4,0,1,0,0,0,0,0,0,0,1,0
6569,17.4,24.6,0.0,2.6,4.9,24.0,11.0,19.0,82.0,70.0,1016.1,1012.9,6.0,7.0,20.9,23.0,0,0,0,0,1,0,0,1,0,0,0
4367,24.0,34.2,0.0,6.6,9.4,41.0,15.0,15.0,71.0,56.0,1012.8,1009.9,6.0,3.0,29.7,32.1,0,0,1,0,0,0,1,0,0,0,0
13641,11.6,23.4,2.0,2.0,12.4,24.0,11.0,11.0,61.0,42.0,1020.3,1018.0,4.0,1.0,15.0,21.3,1,0,0,1,0,0,0,0,0,1,0
5568,20.6,38.6,0.0,17.8,12.7,54.0,43.0,24.0,56.0,11.0,1010.6,1008.6,3.0,2.0,23.6,37.7,0,0,0,1,0,0,0,0,1,0,0
1517,20.4,27.5,0.6,7.2,11.2,41.0,26.0,20.0,75.0,66.0,1015.3,1013.9,7.0,2.0,23.5,26.6,0,0,0,1,0,1,0,0,0,0,0
1578,-0.2,16.0,0.0,2.4,8.8,19.0,2.0,11.0,91.0,42.0,1022.3,1019.3,1.0,1.0,5.5,15.5,0,0,0,0,1,0,0,0,0,1,0
74,16.1,33.3,0.0,12.0,12.0,54.0,13.0,28.0,26.0,12.0,1011.1,1006.0,2.0,3.0,26.6,32.2,0,0,0,1,0,0,1,0,0,0,0
4726,6.9,31.3,0.0,4.8,11.6,52.0,2.0,26.0,82.0,17.0,1010.6,1005.0,1.0,1.0,13.7,31.0,0,0,1,0,0,0,0,0,0,1,0
1078,20.3,27.5,0.0,8.2,11.7,41.0,24.0,26.0,50.0,35.0,1012.6,1010.1,4.0,1.0,22.1,26.2,0,0,0,1,0,0,0,0,0,0,1
7438,24.8,33.0,0.0,10.4,10.5,43.0,24.0,31.0,61.0,52.0,1018.2,1014.7,7.0,1.0,28.8,31.4,0,1,0,0,0,0,0,1,0,0,0
1810,14.6,21.0,30.2,1.8,6.1,59.0,15.0,24.0,87.0,62.0,1009.1,1008.2,1.0,3.0,16.6,19.6,1,1,0,0,0,0,0,0,0,0,1
