,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,Autumn,Spring,Summer,Winter,NSW,NT,QLD,SA,VIC,WA
8169,6.7,16.5,13.6,3.4,7.6,39.0,20.0,22.0,75.0,50.0,1022.0,1019.1,7.0,7.0,11.0,16.0,1,0,1,0,0,0,0,0,0,1,0
1225,1.3,14.7,0.0,0.8,6.6,17.0,15.0,9.0,95.0,63.0,1006.6,1004.0,7.0,1.0,4.8,14.2,0,0,0,0,1,0,0,0,0,1,0
1140,16.7,23.3,7.6,2.4,9.4,37.0,17.0,20.0,84.0,43.0,1017.4,1017.1,3.0,2.0,18.4,23.3,1,1,0,0,0,0,0,0,0,0,1
8654,19.1,28.8,0.0,8.0,12.2,50.0,13.0,30.0,64.0,49.0,1020.3,1017.2,3.0,1.0,24.0,27.7,0,0,0,1,0,1,0,0,0,0,0
11958,13.4,22.1,0.0,7.8,9.9,43.0,17.0,24.0,83.0,62.0,1019.4,1018.4,8.0,1.0,16.4,20.3,0,0,0,1,0,0,0,0,0,1,0
1180,18.5,26.9,11.8,6.0,12.8,28.0,7.0,17.0,68.0,63.0,1010.7,1007.7,1.0,4.0,24.7,26.1,1,0,0,1,0,1,0,0,0,0,0
3793,24.5,34.7,1.0,6.2,10.5,35.0,17.0,28.0,82.0,74.0,1011.1,1007.5,6.0,7.0,29.6,32.0,0,1,0,0,0,0,1,0,0,0,0
1939,8.8,25.7,0.0,4.4,11.7,28.0,17.0,13.0,49.0,32.0,1017.6,1012.8,1.0,1.0,19.8,24.9,0,0,1,0,0,0,0,0,0,0,1
3281,8.1,29.1,0.0,8.0,7.3,33.0,22.0,13.0,33.0,12.0,1019.2,1015.8,5.0,8.0,20.3,28.6,0,0,1,0,0,0,0,0,1,0,0
851,21.6,26.6,60.2,0.6,0.0,33.0,2.0,7.0,94.0,92.0,1002.3,1000.1,8.0,8.0,24.2,21.4,1,0,0,1,0,0,0,1,0,0,0
3374,23.9,30.8,11.8,3.8,1.4,22.0,7.0,9.0,85.0,74.0,1010.5,1007.9,7.0,7.0,26.4,29.5,1,0,0,1,0,0,0,1,0,0,0
10331,8.6,17.0,13.2,1.2,6.9,41.0,15.0,24.0,91.0,62.0,1010.0,1009.4,1.0,6.0,13.8,14.9,1,0,0,0,1,1,0,0,0,0,0
9384,6.6,21.9,0.0,2.4,9.0,31.0,20.0,17.0,61.0,55.0,1017.3,1012.3,2.0,5.0,13.2,19.3,0,0,1,0,0,1,0,0,0,0,0
9685,6.5,19.2,0.0,3.0,4.7,17.0,7.0,9.0,78.0,50.0,1025.8,1022.6,6.0,6.0,11.3,18.4,0,0,0,0,1,0,0,0,0,1,0
2360,16.8,29.8,0.0,6.6,9.5,30.0,13.0,11.0,50.0,28.0,1023.0,1018.6,2.0,2.0,23.2,29.1,0,1,0,0,0,1,0,0,0,0,0
7965,17.5,32.1,0.0,8.0,13.3,41.0,24.0,20.0,61.0,15.0,1013.6,1012.4,1.0,0.0,18.4,30.7,0,0,0,1,0,0,0,0,0,1,0
1679,20.6,43.5,0.0,12.0,13.1,54.0,30.0,13.0,31.0,11.0,1015.9,1010.3,0.0,0.0,29.8,42.4,0,0,0,1,0,0,0,0,0,0,1
8895,22.7,44.0,0.0,16.6,13.3,37.0,15.0,19.0,27.0,10.0,1009.7,1010.4,3.0,2.0,27.8,40.7,0,0,0,1,0,0,0,0,0,1,0
4163,25.9,33.2,0.0,3.4,6.8,33.0,11.0,19.0,80.0,43.0,1011.2,1008.0,7.0,4.0,26.9,32.0,0,1,0,0,0,0,1,0,0,0,0
3964,23.2,33.2,0.0,9.0,11.1,44.0,26.0,24.0,48.0,37.0,1016.0,1010.9,1.0,2.0,26.7,31.1,0,0,1,0,0,0,1,0,0,0,0
7240,10.5,13.7,3.8,1.0,0.0,31.0,7.0,17.0,97.0,80.0,1023.1,1020.6,8.0,8.0,10.8,13.6,1,0,0,0,1,0,0,0,0,1,0
8875,12.1,23.2,0.0,4.6,9.2,37.0,11.0,22.0,60.0,46.0,1020.2,1015.1,2.0,3.0,17.8,20.9,0,0,1,0,0,1,0,0,0,0,0
6580,20.2,26.1,2.8,2.4,1.7,28.0,7.0,13.0,89.0,84.0,1016.5,1013.1,7.0,7.0,22.3,24.4,1,0,0,0,1,0,0,1,0,0,0
11783,12.6,26.3,0.0,2.6,5.7,41.0,13.0,24.0,75.0,35.0,1017.0,1012.5,8.0,7.0,16.0,25.5,0,1,0,0,0,0,0,0,0,1,0
12659,13.0,19.6,0.0,4.0,1.2,50.0,31.0,22.0,61.0,58.0,1019.3,1017.9,7.0,7.0,14.9,17.9,0,0,0,0,1,1,0,0,0,0,0
1779,22.5,32.7,0.0,7.8,9.8,24.0,7.0,11.0,52.0,57.0,1012.9,1008.7,4.0,6.0,28.8,29.0,0,0,0,1,0,0,0,1,0,0,0
914,21.7,27.4,2.6,3.6,2.8,43.0,15.0,31.0,76.0,74.0,1015.3,1013.3,7.0,7.0,23.4,25.4,1,1,0,0,0,1,0,0,0,0,0
12510,5.7,16.3,0.0,1.6,1.9,22.0,13.0,9.0,92.0,77.0,1017.0,1012.4,5.0,7.0,10.9,13.9,0,0,0,0,1,1,0,0,0,0,0
3776,16.1,31.8,0.0,14.4,13.6,43.0,11.0,9.0,41.0,21.0,1018.2,1014.5,0.0,1.0,21.2,29.6,0,0,0,1,0,1,0,0,0,0,0
6497,22.5,31.0,0.0,8.8,10.0,48.0,19.0,28.0,46.0,50.0,1017.6,1014.8,1.0,3.0,26.4,29.7,0,1,0,0,0,0,0,1,0,0,0
11730,11.1,20.7,0.0,6.8,13.8,46.0,17.0,24.0,74.0,59.0,1022.3,1021.0,8.0,1.0,16.0,19.3,0,0,0,1,0,0,0,0,0,1,0
147,11.6,18.6,0.2,0.6,8.3,26.0,6.0,6.0,97.0,40.0,1020.4,1017.1,7.0,4.0,12.2,17.5,0,0,0,0,1,1,0,0,0,0,0
6642,21.5,29.3,0.0,6.8,10.6,37.0,15.0,28.0,64.0,57.0,1016.6,1013.0,5.0,3.0,26.7,27.5,0,0,1,0,0,0,0,1,0,0,0
3735,11.7,28.9,0.6,8.6,9.7,39.0,17.0,20.0,62.0,27.0,1017.3,1013.1,6.0,2.0,18.3,28.7,0,0,1,0,0,1,0,0,0,0,0
8439,0.2,14.8,0.0,1.2,9.4,20.0,7.0,9.0,97.0,43.0,1024.9,1022.9,1.0,2.0,3.8,14.5,0,0,0,0,1,0,0,0,0,1,0
2273,4.9,18.5,6.6,3.8,9.2,39.0,7.0,24.0,76.0,36.0,1024.7,1023.9,2.0,3.0,12.0,18.1,1,0,1,0,0,0,0,0,0,0,1
7831,20.0,33.6,0.0,7.4,9.7,76.0,43.0,57.0,27.0,9.0,1004.8,1000.3,2.0,4.0,26.8,31.6,0,0,1,0,0,1,0,0,0,0,0
7940,13.1,30.9,0.0,9.6,13.5,30.0,19.0,11.0,47.0,21.0,1017.9,1014.6,0.0,0.0,19.8,28.7,0,0,0,1,0,0,0,0,0,1,0
11479,9.5,15.1,0.2,2.4,1.5,37.0,11.0,22.0,81.0,76.0,1023.3,1023.4,8.0,8.0,11.6,14.6,0,0,1,0,0,0,0,0,0,1,0
5717,6.8,25.5,0.0,8.0,5.9,43.0,15.0,22.0,48.0,17.0,1017.0,1013.5,0.0,6.0,16.4,23.8,0,0,0,0,1,0,0,0,1,0,0
12248,7.2,20.2,0.2,4.0,6.5,63.0,13.0,19.0,65.0,38.0,1015.2,1009.7,7.0,1.0,13.8,20.0,0,0,0,0,1,0,0,0,0,1,0
2258,11.1,21.9,2.4,3.2,7.4,56.0,24.0,26.0,80.0,65.0,1014.1,1011.9,7.0,5.0,16.7,20.8,1,0,0,0,1,0,0,0,0,0,1
2946,21.5,30.6,0.0,9.4,9.2,41.0,19.0,13.0,24.0,21.0,1014.1,1010.5,7.0,4.0,23.5,29.3,0,0,0,0,1,0,1,0,0,0,0
6060,23.1,27.8,1.4,4.0,2.1,37.0,17.0,20.0,82.0,87.0,1014.1,1010.4,7.0,7.0,26.1,25.8,1,0,1,0,0,0,0,1,0,0,0
4039,14.1,18.6,3.0,0.8,8.4,35.0,13.0,17.0,79.0,67.0,1017.9,1017.2,7.0,2.0,15.9,18.6,1,0,0,0,1,1,0,0,0,0,0
6496,18.2,25.6,0.0,9.4,2.2,52.0,26.0,31.0,49.0,29.0,1015.8,1015.6,7.0,7.0,24.0,25.3,0,0,1,0,0,0,0,0,0,1,0
7133,5.6,18.0,0.0,4.0,9.9,57.0,19.0,24.0,54.0,29.0,1022.5,1018.1,0.0,0.0,9.5,17.4,0,0,0,0,1,1,0,0,0,0,0
3305,24.8,30.8,1.4,9.4,2.8,35.0,15.0,24.0,83.0,73.0,1012.8,1010.4,7.0,7.0,26.6,28.4,1,0,0,1,0,0,0,1,0,0,0
11744,6.9,18.1,0.0,4.4,10.0,48.0,31.0,24.0,63.0,44.0,1023.2,1020.1,0.0,1.0,10.9,17.4,0,0,0,0,1,1,0,0,0,0,0
3425,19.0,27.2,8.6,14.2,9.5,63.0,41.0,39.0,95.0,29.0,1003.0,1003.8,8.0,5.0,19.0,26.3,1,0,0,1,0,1,0,0,0,0,0
11077,7.4,30.7,0.0,10.6,13.0,35.0,15.0,9.0,49.0,19.0,1018.5,1014.4,3.0,6.0,19.7,29.0,0,0,1,0,0,1,0,0,0,0,0
3538,17.5,23.5,0.0,2.2,1.0,30.0,7.0,15.0,88.0,68.0,1002.5,1001.6,7.0,7.0,19.0,22.5,0,1,0,0,0,0,0,0,0,1,0
692,12.4,18.9,8.6,0.4,9.2,31.0,9.0,13.0,68.0,39.0,1025.2,1022.7,4.0,1.0,13.2,17.9,1,0,0,0,1,0,0,1,0,0,0
7352,26.6,34.2,0.0,11.8,10.4,33.0,17.0,20.0,52.0,47.0,1009.9,1008.8,2.0,2.0,31.4,33.5,0,0,0,1,0,0,0,1,0,0,0
1001,11.8,20.0,3.2,1.8,2.4,37.0,11.0,17.0,87.0,63.0,1012.8,1010.7,8.0,6.0,13.8,18.5,1,0,1,0,0,0,0,0,1,0,0
11730,5.5,17.0,1.0,1.6,5.4,28.0,19.0,11.0,98.0,54.0,1022.1,1018.1,7.0,6.0,8.8,15.8,0,0,0,0,1,1,0,0,0,0,0
3349,23.3,27.5,27.8,7.6,0.1,46.0,19.0,26.0,91.0,96.0,1006.7,1005.1,8.0,8.0,25.0,25.6,1,0,0,1,0,0,0,1,0,0,0
4790,13.9,23.2,0.0,15.8,12.1,70.0,35.0,43.0,55.0,30.0,1012.6,1010.9,3.0,7.0,17.0,22.2,0,0,1,0,0,0,0,0,1,0,0
5475,17.3,25.2,0.0,7.6,10.1,33.0,11.0,17.0,65.0,55.0,1016.3,1016.4,5.0,2.0,21.2,23.7,0,0,0,1,0,0,0,0,0,0,1
1763,14.7,31.5,0.0,4.0,8.5,33.0,11.0,24.0,29.0,37.0,1011.9,1007.8,5.0,6.0,23.7,27.2,0,1,0,0,0,0,0,0,0,0,1
3320,23.5,31.8,0.0,7.0,11.7,28.0,13.0,15.0,66.0,64.0,1012.5,1009.7,3.0,1.0,29.3,30.4,0,0,0,1,0,0,0,1,0,0,0
5921,18.8,25.8,0.0,5.6,10.3,30.0,15.0,7.0,56.0,53.0,1020.7,1018.8,1.0,5.0,23.0,24.7,0,1,0,0,0,1,0,0,0,0,0
6263,15.9,26.0,0.0,7.2,5.0,57.0,17.0,39.0,59.0,51.0,1021.3,1019.1,6.0,6.0,21.5,23.8,0,0,0,0,1,0,0,1,0,0,0
11682,8.0,19.2,0.0,6.8,10.6,56.0,26.0,22.0,47.0,33.0,1014.6,1012.7,0.0,1.0,14.6,18.7,0,1,0,0,0,1,0,0,0,0,0
2489,26.9,42.5,0.0,15.2,10.9,48.0,15.0,15.0,17.0,9.0,1010.7,1008.5,3.0,3.0,34.9,41.4,0,0,0,1,0,0,0,0,1,0,0
2264,9.0,14.5,2.8,5.6,4.7,76.0,39.0,44.0,79.0,86.0,1013.1,1013.0,8.0,8.0,11.4,11.7,1,0,1,0,0,0,0,0,0,1,0
652,12.4,23.4,0.0,2.6,6.8,19.0,6.0,6.0,65.0,56.0,1020.8,1017.9,6.0,7.0,19.4,22.4,0,1,0,0,0,0,0,1,0,0,0
2355,10.8,25.5,0.0,12.4,7.5,48.0,13.0,28.0,61.0,44.0,1009.7,1011.2,8.0,7.0,18.7,23.5,0,0,0,1,0,0,0,0,0,1,0
13144,10.5,21.1,0.0,4.0,10.0,43.0,7.0,15.0,61.0,47.0,1014.5,1012.2,2.0,2.0,14.9,20.8,0,1,0,0,0,0,0,0,0,1,0
11968,8.1,18.8,1.8,4.6,11.2,31.0,11.0,17.0,73.0,53.0,1024.0,1025.6,2.0,2.0,13.9,17.5,1,0,0,1,0,0,0,0,0,1,0
2138,25.9,39.0,0.0,10.6,9.5,57.0,15.0,15.0,37.0,24.0,1010.6,1005.9,6.0,6.0,32.6,37.8,0,0,0,1,0,0,1,0,0,0,0
8251,19.9,30.8,13.2,6.6,6.6,61.0,24.0,26.0,90.0,57.0,1005.2,1003.3,7.0,5.0,21.6,29.6,1,0,0,1,0,0,0,0,0,1,0
4086,14.2,20.0,0.0,5.6,9.6,44.0,15.0,20.0,63.0,62.0,1014.1,1011.0,4.0,6.0,17.9,18.9,0,0,1,0,0,1,0,0,0,0,0
6710,13.7,22.2,0.0,5.6,11.1,48.0,9.0,30.0,51.0,45.0,1014.8,1014.4,5.0,5.0,17.4,21.1,0,0,0,1,0,0,0,0,0,1,0
12377,10.6,23.3,0.0,3.6,9.3,43.0,19.0,26.0,60.0,52.0,1022.4,1018.8,2.0,1.0,18.4,20.6,0,0,1,0,0,1,0,0,0,0,0
2203,9.9,23.5,0.0,2.0,9.1,35.0,19.0,13.0,50.0,28.0,1025.9,1022.8,2.0,1.0,13.4,23.1,0,0,0,0,1,0,0,0,0,0,1
488,9.8,19.4,0.2,3.0,9.8,26.0,11.0,7.0,69.0,44.0,1022.5,1017.6,1.0,4.0,14.0,18.2,0,1,0,0,0,0,0,0,0,1,0
13389,13.9,23.5,0.2,9.0,2.8,70.0,20.0,31.0,62.0,70.0,1006.3,1000.3,7.0,2.0,20.5,20.7,0,1,0,0,0,0,0,0,0,1,0
1123,11.1,31.2,0.0,6.4,11.0,59.0,24.0,31.0,12.0,6.0,1014.9,1010.5,0.0,0.0,22.2,29.7,0,0,0,0,1,0,1,0,0,0,0
2169,7.5,16.0,4.8,1.4,5.0,50.0,28.0,30.0,78.0,72.0,1013.6,1011.8,1.0,7.0,10.3,13.8,1,0,0,0,1,0,0,0,1,0,0
13630,14.3,24.0,0.0,7.2,5.2,41.0,7.0,7.0,72.0,56.0,1013.9,1013.1,7.0,7.0,16.8,22.2,0,0,0,1,0,0,0,0,0,1,0
6729,25.6,34.2,11.4,4.0,5.5,46.0,19.0,15.0,65.0,47.0,998.3,995.4,7.0,7.0,28.7,33.5,1,0,0,1,0,0,0,1,0,0,0
5402,17.8,33.3,0.0,12.0,10.0,28.0,15.0,11.0,38.0,18.0,1017.7,1014.5,2.0,5.0,25.0,32.0,0,1,0,0,0,0,0,0,1,0,0
4492,11.9,27.3,0.0,8.2,8.5,31.0,17.0,15.0,72.0,38.0,1015.8,1013.8,7.0,6.0,16.4,26.3,0,0,0,1,0,0,0,0,0,1,0
14338,16.4,21.3,1.4,8.2,2.8,48.0,13.0,20.0,100.0,70.0,1007.4,1010.5,8.0,7.0,17.5,19.4,1,0,0,1,0,0,0,0,0,1,0
10847,6.4,17.3,0.8,3.6,8.4,31.0,11.0,17.0,94.0,59.0,1023.6,1023.5,8.0,7.0,12.7,16.7,0,1,0,0,0,0,0,0,0,1,0
8212,14.7,32.8,0.0,7.2,7.3,61.0,22.0,26.0,34.0,16.0,1010.2,1006.0,6.0,7.0,23.2,30.8,0,0,1,0,0,0,0,0,0,1,0
6112,25.6,32.6,0.0,5.6,10.8,33.0,9.0,17.0,74.0,66.0,1004.3,1001.1,4.0,6.0,28.5,30.6,0,0,0,1,0,0,0,1,0,0,0
1333,15.1,26.5,0.0,9.6,12.9,50.0,17.0,39.0,60.0,52.0,1007.7,1007.9,5.0,6.0,23.0,24.5,0,0,1,0,0,0,0,0,0,0,1
2533,9.3,18.5,0.0,2.0,3.9,37.0,26.0,9.0,65.0,53.0,1016.9,1013.8,5.0,2.0,11.0,16.6,0,0,0,0,1,0,0,0,0,0,1
6213,14.4,21.2,15.8,1.0,8.0,50.0,17.0,31.0,56.0,41.0,1015.9,1015.6,7.0,2.0,16.2,20.3,1,0,0,1,0,0,0,0,0,1,0
4199,11.9,19.6,0.6,2.6,3.9,19.0,6.0,7.0,88.0,78.0,1021.3,1020.3,7.0,7.0,15.4,18.4,0,1,0,0,0,0,0,0,0,0,1
2786,19.6,31.6,0.0,14.2,10.8,46.0,7.0,26.0,52.0,39.0,1013.7,1014.3,1.0,6.0,25.0,30.9,0,0,0,1,0,0,0,0,0,1,0
5534,14.5,36.0,0.0,10.4,12.7,39.0,17.0,17.0,5.0,2.0,1013.7,1011.0,0.0,0.0,26.2,34.8,0,0,1,0,0,0,0,0,1,0,0
3356,22.4,32.3,3.8,1.6,7.1,41.0,9.0,17.0,79.0,65.0,1012.1,1007.6,6.0,4.0,28.4,31.7,1,0,1,0,0,0,1,0,0,0,0
5021,24.3,33.1,12.6,4.2,11.1,30.0,9.0,17.0,72.0,65.0,1008.1,1004.9,1.0,2.0,29.8,31.6,1,0,0,1,0,0,0,1,0,0,0
2988,24.7,31.4,0.2,4.4,6.8,31.0,9.0,6.0,71.0,67.0,1005.9,1003.2,8.0,7.0,29.0,30.3,0,0,0,1,0,0,0,1,0,0,0
12051,8.0,16.8,2.4,1.2,0.7,30.0,11.0,11.0,97.0,78.0,1035.4,1032.5,7.0,8.0,11.3,14.6,1,0,0,0,1,1,0,0,0,0,0
2726,0.9,16.6,0.0,3.6,8.2,44.0,7.0,20.0,62.0,32.0,1020.0,1016.0,0.0,0.0,8.5,16.0,0,0,0,0,1,1,0,0,0,0,0
5002,5.9,10.9,2.2,2.0,8.2,83.0,28.0,22.0,55.0,63.0,1013.2,1015.8,1.0,1.0,8.1,8.5,1,0,0,0,1,0,0,0,0,1,0
9238,15.7,41.3,0.0,11.4,7.4,24.0,13.0,9.0,25.0,7.0,1012.5,1009.5,2.0,7.0,24.3,40.6,0,0,0,1,0,0,0,0,0,1,0
10214,14.5,25.8,0.0,5.2,12.1,31.0,19.0,20.0,80.0,52.0,1015.5,1013.6,4.0,1.0,17.0,24.8,0,0,0,1,0,0,0,0,0,1,0
6072,15.7,20.2,0.2,5.2,10.0,57.0,28.0,35.0,60.0,60.0,1015.7,1014.5,2.0,2.0,18.6,19.2,0,0,1,0,0,1,0,0,0,0,0
3698,8.9,20.8,0.0,1.6,7.3,33.0,15.0,19.0,71.0,47.0,1028.0,1024.8,7.0,5.0,12.9,19.6,0,0,0,0,1,1,0,0,0,0,0
1182,23.3,30.5,0.0,5.0,10.6,31.0,6.0,9.0,65.0,65.0,1004.8,1002.2,4.0,2.0,28.6,29.1,0,0,0,1,0,0,0,1,0,0,0
3665,12.8,33.0,0.0,8.6,13.3,39.0,13.0,17.0,53.0,16.0,1012.3,1009.0,0.0,0.0,19.7,32.3,0,0,0,1,0,0,0,0,1,0,0
5176,10.7,23.4,0.0,6.6,10.9,50.0,20.0,30.0,38.0,35.0,1021.5,1018.6,1.0,3.0,18.9,22.1,0,0,0,0,1,0,0,1,0,0,0
6193,20.6,24.0,1.0,2.2,3.2,35.0,20.0,19.0,87.0,76.0,1017.6,1017.1,7.0,7.0,22.0,23.0,0,0,0,1,0,1,0,0,0,0,0
9271,12.8,32.2,0.0,6.0,11.1,28.0,4.0,7.0,38.0,14.0,1023.1,1019.0,1.0,1.0,18.4,31.7,0,1,0,0,0,0,0,0,0,1,0
1414,12.7,20.4,0.0,3.2,0.6,31.0,9.0,19.0,85.0,66.0,1016.6,1012.8,8.0,8.0,15.3,19.0,0,0,1,0,0,1,0,0,0,0,0
2895,19.1,31.1,0.0,6.8,10.4,39.0,22.0,17.0,41.0,39.0,1015.5,1013.0,4.0,3.0,22.4,29.5,0,0,0,0,1,0,1,0,0,0,0
5243,23.0,32.7,0.0,3.4,10.3,43.0,19.0,20.0,64.0,23.0,1013.2,1009.2,7.0,7.0,26.0,32.5,0,1,0,0,0,0,1,0,0,0,0
2185,5.5,15.5,0.0,1.0,8.8,20.0,13.0,11.0,88.0,58.0,1033.3,1030.2,0.0,0.0,8.6,15.2,0,1,0,0,0,0,0,0,0,1,0
263,8.1,24.2,0.0,7.0,11.8,33.0,20.0,13.0,34.0,16.0,1020.7,1015.7,0.0,0.0,16.0,23.7,0,0,1,0,0,0,1,0,0,0,0
4008,9.7,30.0,0.0,7.6,11.5,39.0,19.0,9.0,28.0,13.0,1018.6,1013.2,0.0,1.0,22.5,28.9,0,0,1,0,0,0,0,0,0,0,1
4292,13.3,16.4,7.6,3.2,8.1,48.0,24.0,26.0,69.0,53.0,1016.3,1017.8,7.0,6.0,14.3,14.8,1,0,0,0,1,0,0,0,0,0,1
8092,6.6,17.2,0.0,3.0,7.7,33.0,13.0,20.0,90.0,48.0,1020.6,1018.4,7.0,2.0,9.4,16.8,0,0,0,0,1,0,0,0,0,1,0
2995,13.0,19.9,0.6,4.8,1.3,37.0,13.0,15.0,61.0,66.0,1013.0,1011.3,7.0,7.0,18.3,19.1,0,0,1,0,0,0,0,0,0,0,1
5472,23.9,31.3,0.0,3.0,11.8,39.0,19.0,28.0,59.0,61.0,1010.9,1008.1,3.0,4.0,28.9,30.8,0,0,0,1,0,0,0,1,0,0,0
4046,23.1,30.1,31.8,8.2,5.3,24.0,17.0,11.0,78.0,70.0,1013.0,1009.5,7.0,6.0,26.9,29.2,1,0,0,1,0,0,0,1,0,0,0
8781,12.0,22.6,0.0,4.0,9.2,39.0,26.0,17.0,49.0,57.0,1020.1,1019.3,0.0,1.0,18.6,20.4,0,1,0,0,0,1,0,0,0,0,0
5148,23.4,35.3,0.0,20.0,13.0,54.0,20.0,31.0,56.0,36.0,1005.6,1001.9,1.0,5.0,27.0,31.3,0,0,0,1,0,0,0,0,1,0,0
5211,19.6,24.7,0.0,6.8,9.6,48.0,28.0,28.0,65.0,55.0,1016.3,1014.8,4.0,3.0,22.2,23.7,0,1,0,0,0,1,0,0,0,0,0
8899,14.2,20.8,4.2,5.2,2.1,41.0,13.0,28.0,64.0,69.0,1006.4,1006.2,7.0,7.0,17.9,16.6,1,0,1,0,0,1,0,0,0,0,0
10941,4.8,17.1,0.0,1.2,9.1,20.0,7.0,9.0,84.0,53.0,1019.6,1015.9,2.0,3.0,9.7,16.5,0,0,0,0,1,1,0,0,0,0,0
2355,25.5,34.4,0.0,6.2,5.1,30.0,9.0,33.0,84.0,90.0,1010.3,1008.9,7.0,7.0,27.8,26.5,0,0,0,1,0,0,1,0,0,0,0
4381,12.8,25.6,0.0,5.2,3.7,41.0,17.0,20.0,60.0,33.0,1013.9,1009.6,7.0,7.0,15.6,23.9,0,0,1,0,0,0,0,0,1,0,0
12136,15.4,20.4,1.6,4.0,0.0,56.0,35.0,30.0,85.0,70.0,1019.9,1022.7,8.0,8.0,18.3,18.9,1,0,1,0,0,1,0,0,0,0,0
1030,8.4,18.8,0.0,3.2,9.2,41.0,24.0,26.0,53.0,51.0,1027.3,1025.0,1.0,5.0,14.7,18.0,0,0,0,0,1,1,0,0,0,0,0
12089,16.9,23.9,0.2,8.0,7.4,43.0,7.0,17.0,82.0,47.0,1012.8,1012.7,7.0,3.0,16.9,22.8,0,0,0,1,0,0,0,0,0,1,0
14720,7.2,14.4,13.0,2.2,3.2,31.0,11.0,13.0,99.0,71.0,1023.2,1022.7,6.0,7.0,8.9,13.7,1,1,0,0,0,0,0,0,0,1,0
10913,8.1,12.4,0.0,0.2,3.9,57.0,30.0,33.0,80.0,69.0,1023.0,1020.9,8.0,7.0,9.9,12.4,0,0,0,0,1,0,0,0,0,1,0
895,-3.8,9.0,0.0,1.0,4.0,54.0,17.0,20.0,90.0,53.0,1017.5,1014.3,3.0,6.0,3.0,7.0,0,0,0,0,1,0,0,0,0,1,0
5094,23.1,29.5,1.6,6.0,7.1,48.0,28.0,28.0,70.0,62.0,1014.3,1011.7,7.0,7.0,25.5,27.4,1,1,0,0,0,0,0,1,0,0,0
983,13.0,29.0,0.0,8.0,11.3,52.0,30.0,28.0,52.0,26.0,1015.6,1012.5,0.0,2.0,21.5,27.2,0,1,0,0,0,0,1,0,0,0,0
664,15.4,19.5,42.8,4.0,0.0,76.0,41.0,35.0,80.0,82.0,1015.7,1013.6,8.0,8.0,18.4,18.1,1,1,0,0,0,1,0,0,0,0,0
1096,13.8,33.3,0.0,7.8,5.5,70.0,24.0,33.0,53.0,59.0,998.3,995.0,7.0,8.0,27.0,26.8,0,0,0,1,0,0,0,0,0,1,0
52,18.4,25.4,0.0,7.2,5.7,39.0,15.0,28.0,73.0,59.0,1006.8,1007.3,7.0,7.0,22.4,23.3,0,0,0,1,0,0,0,0,0,0,1
1142,12.5,27.1,0.0,4.8,9.5,50.0,17.0,26.0,47.0,30.0,1023.8,1017.6,3.0,5.0,18.2,26.0,0,1,0,0,0,0,0,0,0,0,1
309,17.5,25.3,0.0,14.6,6.9,57.0,31.0,35.0,46.0,22.0,1018.9,1015.4,8.0,5.0,19.2,24.9,0,0,1,0,0,0,1,0,0,0,0
3125,25.3,32.8,0.0,4.4,9.9,31.0,6.0,19.0,70.0,56.0,1007.6,1004.6,6.0,2.0,29.3,32.1,0,0,0,1,0,0,1,0,0,0,0
9929,9.1,24.1,0.0,4.0,6.7,33.0,15.0,13.0,81.0,46.0,1024.5,1022.0,7.0,3.0,15.3,22.7,0,1,0,0,0,0,0,0,0,1,0
12469,15.8,24.8,15.6,5.2,4.1,31.0,2.0,17.0,100.0,48.0,1010.3,1008.4,7.0,7.0,18.1,23.9,1,1,0,0,0,0,0,0,0,1,0
5266,15.1,22.3,0.0,2.8,7.2,54.0,15.0,17.0,69.0,78.0,1015.6,1012.3,4.0,5.0,20.7,19.8,0,1,0,0,0,1,0,0,0,0,0
3051,23.3,33.7,12.2,7.0,2.6,59.0,7.0,6.0,83.0,95.0,1009.3,1007.6,7.0,8.0,29.0,24.6,1,0,1,0,0,0,1,0,0,0,0
4448,15.3,19.4,0.0,7.0,3.3,56.0,24.0,30.0,58.0,63.0,1027.7,1024.1,8.0,8.0,17.0,17.8,0,0,1,0,0,1,0,0,0,0,0
432,15.3,30.0,0.0,9.2,10.9,48.0,19.0,26.0,48.0,20.0,1016.5,1012.4,3.0,2.0,23.1,29.5,0,1,0,0,0,0,1,0,0,0,0
45,4.9,29.0,0.0,5.4,13.8,39.0,13.0,22.0,53.0,25.0,1021.3,1017.7,0.0,0.0,16.7,28.6,0,0,0,1,0,0,0,0,1,0,0
3767,23.1,35.2,0.6,13.8,5.7,41.0,20.0,9.0,70.0,34.0,1017.7,1014.7,7.0,6.0,23.7,31.4,0,0,0,1,0,1,0,0,0,0,0
8363,18.3,27.0,0.2,8.0,7.3,48.0,11.0,30.0,83.0,50.0,1012.7,1009.8,4.0,2.0,20.0,26.1,0,1,0,0,0,1,0,0,0,0,0
14356,13.2,31.0,0.0,6.4,0.2,28.0,7.0,13.0,80.0,30.0,1022.4,1021.5,7.0,7.0,16.7,29.1,0,0,0,1,0,0,0,0,0,1,0
3461,23.6,33.1,0.8,7.6,10.8,28.0,4.0,17.0,78.0,64.0,1009.6,1007.0,1.0,5.0,29.0,31.1,0,0,0,1,0,0,1,0,0,0,0
